tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0120632,movie,City of Angels,City of Angels,0,1998,\N,114,"Drama,Fantasy,Romance",6.7,126649
tt0120647,movie,Deep Impact,Deep Impact,0,1998,\N,120,"Action,Drama,Sci-Fi",6.2,188146
tt0120655,movie,Dogma,Dogma,0,1999,\N,130,"Adventure,Comedy,Drama",7.3,226434
tt0120657,movie,The 13th Warrior,The 13th Warrior,0,1999,\N,102,"Action,Adventure,History",6.6,130858
tt0120660,movie,Enemy of the State,Enemy of the State,0,1998,\N,132,"Action,Thriller",7.3,256205
tt0120663,movie,Eyes Wide Shut,Eyes Wide Shut,0,1999,\N,159,"Drama,Mystery,Thriller",7.5,368386
tt0120667,movie,Fantastic Four,Fantastic Four,0,2005,\N,106,"Action,Adventure,Fantasy",5.7,341122
tt0120669,movie,Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas,0,1998,\N,118,"Adventure,Comedy,Drama",7.5,298261
tt0120681,movie,From Hell,From Hell,0,2001,\N,122,"Horror,Mystery,Thriller",6.7,162911
tt0120685,movie,Godzilla,Godzilla,0,1998,\N,139,"Action,Sci-Fi,Thriller",5.4,201178
tt0120689,movie,The Green Mile,The Green Mile,0,1999,\N,189,"Crime,Drama,Fantasy",8.6,1383692
tt0120735,movie,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",0,1998,\N,107,"Action,Comedy,Crime",8.1,609235
tt0120737,movie,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,0,2001,\N,178,"Action,Adventure,Drama",8.9,1973625
tt0120744,movie,The Man in the Iron Mask,The Man in the Iron Mask,0,1998,\N,132,"Action,Adventure,Drama",6.5,176891
tt0120746,movie,The Mask of Zorro,The Mask of Zorro,0,1998,\N,136,"Action,Adventure,Comedy",6.8,195425
tt0120755,movie,Mission: Impossible II,Mission: Impossible II,0,2000,\N,123,"Action,Adventure,Thriller",6.1,372686
tt0120762,movie,Mulan,Mulan,0,1998,\N,87,"Adventure,Animation,Comedy",7.7,310887
tt0120768,movie,The Negotiator,The Negotiator,0,1998,\N,140,"Action,Crime,Drama",7.3,153127
tt0120783,movie,The Parent Trap,The Parent Trap,0,1998,\N,128,"Adventure,Comedy,Drama",6.6,151663
tt0120784,movie,Payback,Payback,0,1999,\N,100,"Action,Crime,Drama",7.1,144058
tt0120789,movie,Pleasantville,Pleasantville,0,1998,\N,124,"Comedy,Drama,Fantasy",7.5,135228
tt0120794,movie,The Prince of Egypt,The Prince of Egypt,0,1998,\N,99,"Adventure,Animation,Drama",7.2,143617
tt0120804,movie,Resident Evil,Resident Evil,0,2002,\N,100,"Action,Horror,Sci-Fi",6.6,284721
tt0120812,movie,Rush Hour,Rush Hour,0,1998,\N,98,"Action,Comedy,Crime",7,289920
tt0120815,movie,Saving Private Ryan,Saving Private Ryan,0,1998,\N,169,"Drama,War",8.6,1473584
tt0120855,movie,Tarzan,Tarzan,0,1999,\N,88,"Adventure,Animation,Comedy",7.3,243210
tt0120863,movie,The Thin Red Line,The Thin Red Line,0,1998,\N,170,"Drama,History,War",7.6,197448
tt0120873,movie,U.S. Marshals,U.S. Marshals,0,1998,\N,131,"Action,Crime,Thriller",6.6,112161
tt0120888,movie,The Wedding Singer,The Wedding Singer,0,1998,\N,97,"Comedy,Music,Romance",6.9,160204
tt0120889,movie,What Dreams May Come,What Dreams May Come,0,1998,\N,113,"Drama,Fantasy,Romance",7,113355
tt0120890,movie,Wild Things,Wild Things,0,1998,\N,108,"Crime,Drama,Mystery",6.6,128653
tt0120891,movie,Wild Wild West,Wild Wild West,0,1999,\N,106,"Action,Comedy,Sci-Fi",4.9,166125
tt0120902,movie,The X Files,The X Files,0,1998,\N,121,"Drama,Mystery,Sci-Fi",7,109338
tt0120903,movie,X-Men,X-Men,0,2000,\N,104,"Action,Adventure,Sci-Fi",7.3,639165
tt0120907,movie,eXistenZ,eXistenZ,0,1999,\N,97,"Horror,Mystery,Sci-Fi",6.8,105993
tt0120912,movie,Men in Black II,Men in Black II,0,2002,\N,88,"Action,Adventure,Comedy",6.2,398181
tt0120915,movie,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,0,1999,\N,136,"Action,Adventure,Fantasy",6.5,845443
tt0120917,movie,The Emperor's New Groove,The Emperor's New Groove,0,2000,\N,78,"Adventure,Animation,Comedy",7.4,221494
tt0121164,movie,Corpse Bride,Corpse Bride,0,2005,\N,77,"Animation,Drama,Family",7.4,295150
tt0121765,movie,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,0,2002,\N,142,"Action,Adventure,Fantasy",6.6,748693
tt0121766,movie,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,0,2005,\N,140,"Action,Adventure,Fantasy",7.6,833890
tt0121955,tvSeries,South Park,South Park,0,1997,\N,22,"Animation,Comedy",8.7,400699
tt0122151,movie,Lethal Weapon 4,Lethal Weapon 4,0,1998,\N,127,"Action,Crime,Thriller",6.6,170736
tt0122690,movie,Ronin,Ronin,0,1998,\N,122,"Action,Crime,Thriller",7.2,192766
tt0122718,movie,Small Soldiers,Small Soldiers,0,1998,\N,108,"Action,Adventure,Comedy",6.2,104637
tt0122933,movie,Analyze This,Analyze This,0,1999,\N,103,"Comedy,Crime",6.7,160424
tt0123755,movie,Cube,Cube,0,1997,\N,90,"Horror,Mystery,Sci-Fi",7.1,244941
tt0124315,movie,The Cider House Rules,The Cider House Rules,0,1999,\N,126,"Drama,Romance",7.4,103915
tt0125439,movie,Notting Hill,Notting Hill,0,1999,\N,124,"Comedy,Drama,Romance",7.2,335829
tt0125664,movie,Man on the Moon,Man on the Moon,0,1999,\N,118,"Biography,Comedy,Drama",7.4,136260
tt0126029,movie,Shrek,Shrek,0,2001,\N,90,"Adventure,Animation,Comedy",7.9,722357
tt0126886,movie,Election,Election,0,1999,\N,103,"Comedy,Romance",7.3,102949
tt0127536,movie,Elizabeth,Elizabeth,0,1998,\N,124,"Biography,Drama,History",7.4,104202
tt0128442,movie,Rounders,Rounders,0,1998,\N,121,"Crime,Drama",7.3,158685
tt0128445,movie,Rushmore,Rushmore,0,1998,\N,93,"Comedy,Drama,Romance",7.6,196063
tt0128853,movie,You've Got Mail,You've Got Mail,0,1998,\N,119,"Comedy,Drama,Romance",6.7,226981
tt0129167,movie,The Iron Giant,The Iron Giant,0,1999,\N,86,"Action,Adventure,Animation",8.1,221470
tt0129290,movie,Patch Adams,Patch Adams,0,1998,\N,115,"Biography,Comedy,Drama",6.8,120920
tt0129387,movie,There's Something About Mary,There's Something About Mary,0,1998,\N,119,"Comedy,Romance",7.1,325481
tt0130827,movie,Run Lola Run,Lola rennt,0,1998,\N,81,"Action,Crime,Thriller",7.7,205212
tt0133093,movie,The Matrix,The Matrix,0,1999,\N,136,"Action,Sci-Fi",8.7,2019331
tt0133152,movie,Planet of the Apes,Planet of the Apes,0,2001,\N,120,"Action,Adventure,Sci-Fi",5.7,226870
tt0133240,movie,Treasure Planet,Treasure Planet,0,2002,\N,95,"Adventure,Animation,Family",7.2,130440
tt0133751,movie,The Faculty,The Faculty,0,1998,\N,104,"Horror,Mystery,Sci-Fi",6.6,133381
tt0134084,movie,Scream 3,Scream 3,0,2000,\N,116,"Horror,Mystery",5.6,162000
tt0134119,movie,The Talented Mr. Ripley,The Talented Mr. Ripley,0,1999,\N,139,"Crime,Drama,Thriller",7.4,230538
tt0134273,movie,8MM,8MM,0,1999,\N,123,"Crime,Drama,Mystery",6.6,141012
tt0134847,movie,Pitch Black,Pitch Black,0,2000,\N,109,"Action,Horror,Sci-Fi",7,251085
tt0137494,movie,Entrapment,Entrapment,0,1999,\N,113,"Action,Crime,Romance",6.3,122792
tt0137523,movie,Fight Club,Fight Club,0,1999,\N,139,Drama,8.8,2277092
tt0138097,movie,Shakespeare in Love,Shakespeare in Love,0,1998,\N,123,"Comedy,Drama,History",7.1,232587
tt0138524,movie,Intolerable Cruelty,Intolerable Cruelty,0,2003,\N,100,"Comedy,Crime,Romance",6.3,101022
tt0138704,movie,Pi,Pi,0,1998,\N,84,"Drama,Horror,Mystery",7.3,185258
tt0138749,movie,The Road to El Dorado,The Road to El Dorado,0,2000,\N,89,"Adventure,Animation,Comedy",6.9,105882
tt0139134,movie,Cruel Intentions,Cruel Intentions,0,1999,\N,97,"Drama,Romance",6.8,202192
tt0139654,movie,Training Day,Training Day,0,2001,\N,122,"Crime,Drama,Thriller",7.7,465172
tt0140352,movie,The Insider,The Insider,0,1999,\N,157,"Biography,Drama,Thriller",7.8,178403
tt0141842,tvSeries,The Sopranos,The Sopranos,0,1999,2007,55,"Crime,Drama",9.2,453609
tt0142342,movie,Big Daddy,Big Daddy,0,1999,\N,93,"Comedy,Drama",6.4,230900
tt0142688,movie,The Ninth Gate,The Ninth Gate,0,1999,\N,133,"Mystery,Thriller",6.7,195233
tt0143145,movie,The World Is Not Enough,The World Is Not Enough,0,1999,\N,128,"Action,Adventure,Thriller",6.4,208426
tt0144084,movie,American Psycho,American Psycho,0,2000,\N,102,"Crime,Drama,Horror",7.6,695732
tt0144117,movie,The Boondock Saints,The Boondock Saints,0,1999,\N,108,"Action,Crime,Thriller",7.7,247908
tt0145487,movie,Spider-Man,Spider-Man,0,2002,\N,121,"Action,Adventure,Sci-Fi",7.4,865581
tt0145660,movie,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,0,1999,\N,95,"Action,Adventure,Comedy",6.6,246065
tt0145681,movie,The Bone Collector,The Bone Collector,0,1999,\N,118,"Crime,Drama,Mystery",6.7,182291
tt0146316,movie,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,0,2001,\N,100,"Action,Adventure,Fantasy",5.8,217159
tt0146675,movie,End of Days,End of Days,0,1999,\N,122,"Action,Fantasy,Horror",5.8,115853
tt0146838,movie,Any Given Sunday,Any Given Sunday,0,1999,\N,162,"Drama,Sport",6.9,124922
tt0146882,movie,High Fidelity,High Fidelity,0,2000,\N,113,"Comedy,Drama,Music",7.4,188076
tt0147800,movie,10 Things I Hate About You,10 Things I Hate About You,0,1999,\N,97,"Comedy,Drama,Romance",7.3,375288
tt0149261,movie,Deep Blue Sea,Deep Blue Sea,0,1999,\N,105,"Action,Adventure,Sci-Fi",5.9,141342
tt0149460,tvSeries,Futurama,Futurama,0,1999,\N,22,"Adventure,Animation,Comedy",8.5,257410
tt0151804,movie,Office Space,Office Space,0,1999,\N,89,Comedy,7.6,283541
tt0158983,movie,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",0,1999,\N,81,"Animation,Comedy,Fantasy",7.7,213188
tt0159097,movie,The Virgin Suicides,The Virgin Suicides,0,1999,\N,97,"Drama,Romance",7.2,166349
tt0159206,tvSeries,Sex and the City,Sex and the City,0,1998,2004,30,"Comedy,Drama,Romance",7.3,139957
tt0159273,movie,Behind Enemy Lines,Behind Enemy Lines,0,2001,\N,106,"Action,Drama,Thriller",6.4,111662
tt0159365,movie,Cold Mountain,Cold Mountain,0,2003,\N,154,"Adventure,Drama,Romance",7.2,154694
tt0160127,movie,Charlie's Angels,Charlie's Angels,0,2000,\N,98,"Action,Adventure,Comedy",5.6,194520
tt0160862,movie,She's All That,She's All That,0,1999,\N,95,"Comedy,Romance",5.9,102249
tt0161081,movie,What Lies Beneath,What Lies Beneath,0,2000,\N,130,"Drama,Horror,Mystery",6.6,134232
tt0162222,movie,Cast Away,Cast Away,0,2000,\N,143,"Adventure,Drama,Romance",7.8,628685
tt0162346,movie,Ghost World,Ghost World,0,2001,\N,111,"Comedy,Drama",7.3,125682
tt0162661,movie,Sleepy Hollow,Sleepy Hollow,0,1999,\N,105,"Fantasy,Horror,Mystery",7.3,380158
tt0163025,movie,Jurassic Park III,Jurassic Park III,0,2001,\N,92,"Action,Adventure,Sci-Fi",5.9,337461
tt0163187,movie,Runaway Bride,Runaway Bride,0,1999,\N,116,"Comedy,Romance",5.6,103469
tt0163651,movie,American Pie,American Pie,0,1999,\N,95,Comedy,7,428398
tt0163978,movie,The Beach,The Beach,0,2000,\N,119,"Adventure,Drama,Romance",6.6,251144
tt0164052,movie,Hollow Man,Hollow Man,0,2000,\N,112,"Action,Horror,Sci-Fi",5.8,137052
tt0164184,movie,The Sum of All Fears,The Sum of All Fears,0,2002,\N,124,"Action,Drama,Thriller",6.4,123307
tt0164912,movie,Stuart Little,Stuart Little,0,1999,\N,84,"Adventure,Comedy,Family",6,146690
tt0165598,tvSeries,That '70s Show,That '70s Show,0,1998,2006,22,"Comedy,Drama,Romance",8.1,187413
tt0166924,movie,Mulholland Drive,Mulholland Dr.,0,2001,\N,147,"Drama,Mystery,Thriller",7.9,378299
tt0167190,movie,Hellboy,Hellboy,0,2004,\N,122,"Action,Adventure,Fantasy",6.8,345996
tt0167260,movie,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,0,2003,\N,201,"Action,Adventure,Drama",9,1946543
tt0167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,2002,\N,179,"Action,Adventure,Drama",8.8,1755170
tt0167404,movie,The Sixth Sense,The Sixth Sense,0,1999,\N,107,"Drama,Mystery,Thriller",8.2,1037386
tt0168629,movie,Dancer in the Dark,Dancer in the Dark,0,2000,\N,140,"Crime,Drama,Musical",7.9,115520
tt0169102,movie,Lagaan: Once Upon a Time in India,Lagaan: Once Upon a Time in India,0,2001,\N,224,"Drama,Musical,Sport",8.1,119556
tt0169547,movie,American Beauty,American Beauty,0,1999,\N,122,Drama,8.3,1198113
tt0170016,movie,How the Grinch Stole Christmas,How the Grinch Stole Christmas,0,2000,\N,104,"Comedy,Family,Fantasy",6.3,288055
tt0171804,movie,Boys Don't Cry,Boys Don't Cry,0,1999,\N,118,"Biography,Crime,Drama",7.5,102368
tt0172156,movie,Bad Boys II,Bad Boys II,0,2003,\N,147,"Action,Comedy,Crime",6.6,263993
tt0172493,movie,"Girl, Interrupted","Girl, Interrupted",0,1999,\N,127,"Biography,Drama",7.3,207032
tt0172495,movie,Gladiator,Gladiator,0,2000,\N,155,"Action,Adventure,Drama",8.5,1591260
tt0174856,movie,The Hurricane,The Hurricane,0,1999,\N,146,"Biography,Drama,Sport",7.6,101488
tt0175142,movie,Scary Movie,Scary Movie,0,2000,\N,88,Comedy,6.3,282131
tt0175880,movie,Magnolia,Magnolia,0,1999,\N,188,Drama,8,325498
tt0177789,movie,Galaxy Quest,Galaxy Quest,0,1999,\N,102,"Adventure,Comedy,Sci-Fi",7.4,173779
tt0177971,movie,The Perfect Storm,The Perfect Storm,0,2000,\N,130,"Action,Adventure,Drama",6.5,176242
tt0180093,movie,Requiem for a Dream,Requiem for a Dream,0,2000,\N,102,Drama,8.3,886487
tt0181689,movie,Minority Report,Minority Report,0,2002,\N,145,"Action,Crime,Mystery",7.6,577844
tt0181852,movie,Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,0,2003,\N,109,"Action,Sci-Fi",6.3,415348
tt0181865,movie,Traffic,Traffic,0,2000,\N,147,"Crime,Drama,Thriller",7.6,217839
tt0181875,movie,Almost Famous,Almost Famous,0,2000,\N,122,"Adventure,Comedy,Drama",7.9,290188
tt0182576,tvSeries,Family Guy,Family Guy,0,1999,\N,22,"Animation,Comedy",8.2,359667
tt0182789,movie,Bicentennial Man,Bicentennial Man,0,1999,\N,132,"Drama,Romance,Sci-Fi",6.9,123459
tt0183505,movie,"Me, Myself & Irene","Me, Myself & Irene",0,2000,\N,116,Comedy,6.6,248696
tt0183649,movie,Phone Booth,Phone Booth,0,2002,\N,81,"Crime,Thriller",7.1,282635
tt0183790,movie,A Knight's Tale,A Knight's Tale,0,2001,\N,132,"Action,Adventure,Romance",7,198864
tt0184894,movie,Shanghai Noon,Shanghai Noon,0,2000,\N,110,"Action,Adventure,Comedy",6.6,134032
tt0185125,movie,All About My Mother,Todo sobre mi madre,0,1999,\N,101,"Comedy,Drama,Romance",7.8,101826
tt0185431,movie,Little Nicky,Little Nicky,0,2000,\N,90,"Comedy,Fantasy",5.3,111244
tt0185906,tvMiniSeries,Band of Brothers,Band of Brothers,0,2001,2001,594,"Drama,History,War",9.4,511251
tt0185937,movie,The Blair Witch Project,The Blair Witch Project,0,1999,\N,81,"Horror,Mystery",6.5,280980
tt0186151,movie,Frequency,Frequency,0,2000,\N,118,"Crime,Drama,Mystery",7.4,114555
tt0187078,movie,Gone in 60 Seconds,Gone in Sixty Seconds,0,2000,\N,118,"Action,Crime,Thriller",6.5,291480
tt0187393,movie,The Patriot,The Patriot,0,2000,\N,165,"Action,Drama,History",7.2,290073
tt0187738,movie,Blade II,Blade II,0,2002,\N,117,"Action,Horror,Sci-Fi",6.7,231520
tt0190138,movie,The Whole Nine Yards,The Whole Nine Yards,0,2000,\N,98,"Comedy,Crime",6.7,127886
tt0190332,movie,"Crouching Tiger, Hidden Dragon",Wo hu cang long,0,2000,\N,120,"Action,Adventure,Drama",7.9,279484
tt0190590,movie,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",0,2000,\N,107,"Adventure,Comedy,Crime",7.7,327032
tt0193676,tvSeries,Freaks and Geeks,Freaks and Geeks,0,1999,2000,44,"Comedy,Drama",8.8,151293
tt0195685,movie,Erin Brockovich,Erin Brockovich,0,2000,\N,131,"Biography,Drama",7.4,215681
tt0195714,movie,Final Destination,Final Destination,0,2000,\N,98,"Horror,Thriller",6.7,275353
tt0196229,movie,Zoolander,Zoolander,0,2001,\N,90,Comedy,6.5,287975
tt0198781,movie,"Monsters, Inc.","Monsters, Inc.",0,2001,\N,92,"Adventure,Animation,Comedy",8.1,963703
tt0200465,movie,The Bank Job,The Bank Job,0,2008,\N,111,"Crime,Drama,Thriller",7.2,187878
tt0200550,movie,Coyote Ugly,Coyote Ugly,0,2000,\N,100,"Comedy,Drama,Music",5.7,119916
tt0203009,movie,Moulin Rouge!,Moulin Rouge!,0,2001,\N,127,"Drama,Musical,Romance",7.6,296630
tt0203019,movie,Men of Honor,Men of Honor,0,2000,\N,129,"Biography,Drama",7.2,123849
tt0203259,tvSeries,Law & Order: Special Victims Unit,Law & Order: Special Victims Unit,0,1999,\N,60,"Crime,Drama,Mystery",8.1,119998
tt0204946,movie,Bring It On,Bring It On,0,2000,\N,98,"Comedy,Romance,Sport",6.1,103693
tt0206512,tvSeries,SpongeBob SquarePants,SpongeBob SquarePants,0,1999,\N,23,"Animation,Comedy,Family",8.2,109035
tt0206634,movie,Children of Men,Children of Men,0,2006,\N,109,"Action,Drama,Sci-Fi",7.9,523361
tt0207201,movie,What Women Want,What Women Want,0,2000,\N,127,"Comedy,Fantasy,Romance",6.4,219558
tt0208092,movie,Snatch,Snatch,0,2000,\N,104,"Comedy,Crime",8.2,897308
tt0209144,movie,Memento,Memento,0,2000,\N,113,"Mystery,Thriller",8.4,1304090
tt0209163,movie,The Mummy Returns,The Mummy Returns,0,2001,\N,130,"Action,Adventure,Fantasy",6.4,342225
tt0209958,movie,The Cell,The Cell,0,2000,\N,107,"Crime,Horror,Sci-Fi",6.4,107935
tt0210945,movie,Remember the Titans,Remember the Titans,0,2000,\N,113,"Biography,Drama,Sport",7.8,229002
tt0211915,movie,Amélie,Le fabuleux destin d'Amélie Poulain,0,2001,\N,122,"Comedy,Romance",8.3,786250
tt0212338,movie,Meet the Parents,Meet the Parents,0,2000,\N,108,"Comedy,Romance",7,351224
tt0212346,movie,Miss Congeniality,Miss Congeniality,0,2000,\N,109,"Action,Comedy,Crime",6.3,226803
tt0212671,tvSeries,Malcolm in the Middle,Malcolm in the Middle,0,2000,2006,22,"Comedy,Family",8.2,140297
tt0212720,movie,A.I. Artificial Intelligence,A.I. Artificial Intelligence,0,2001,\N,146,"Drama,Sci-Fi",7.2,320175
tt0212985,movie,Hannibal,Hannibal,0,2001,\N,131,"Crime,Drama,Thriller",6.8,289494
tt0213149,movie,Pearl Harbor,Pearl Harbor,0,2001,\N,183,"Action,Drama,History",6.2,348385
tt0213338,tvSeries,Cowboy Bebop,Kaubôi bibappu: Cowboy Bebop,0,1998,1999,650,"Action,Adventure,Animation",8.9,134800
tt0213847,movie,Malena,Malèna,0,2000,\N,108,"Drama,Romance,War",7.4,110372
tt0214341,tvSeries,Dragon Ball Z,Dragon Ball Z,0,1989,1996,24,"Action,Adventure,Animation",8.8,144192
tt0215129,movie,Road Trip,Road Trip,0,2000,\N,93,Comedy,6.5,176344
tt0215750,movie,Enemy at the Gates,Enemy at the Gates,0,2001,\N,131,"Action,Drama,War",7.5,274901
tt0216216,movie,The 6th Day,The 6th Day,0,2000,\N,123,"Action,Mystery,Sci-Fi",5.9,126971
tt0217505,movie,Gangs of New York,Gangs of New York,0,2002,\N,167,"Crime,Drama",7.5,467246
tt0217869,movie,Unbreakable,Unbreakable,0,2000,\N,106,"Drama,Mystery,Sci-Fi",7.3,436579
tt0218967,movie,The Family Man,The Family Man,0,2000,\N,125,"Comedy,Drama,Fantasy",6.8,118093
tt0221027,movie,Blow,Blow,0,2001,\N,124,"Biography,Crime,Drama",7.5,272363
tt0223897,movie,Pay It Forward,Pay It Forward,0,2000,\N,123,Drama,7.2,123136
tt0227445,movie,The Score,The Score,0,2001,\N,124,"Action,Crime,Drama",6.8,132956
tt0227538,movie,Spy Kids,Spy Kids,0,2001,\N,88,"Action,Adventure,Comedy",5.6,125724
tt0230011,movie,Atlantis: The Lost Empire,Atlantis: The Lost Empire,0,2001,\N,95,"Action,Adventure,Animation",6.9,131554
tt0230030,movie,Bedazzled,Bedazzled,0,2000,\N,93,"Comedy,Fantasy",6.1,111153
tt0230600,movie,The Others,The Others,0,2001,\N,101,"Horror,Mystery,Thriller",7.6,388376
tt0232500,movie,The Fast and the Furious,The Fast and the Furious,0,2001,\N,106,"Action,Crime,Thriller",6.8,413578
tt0234215,movie,The Matrix Reloaded,The Matrix Reloaded,0,2003,\N,138,"Action,Sci-Fi",7.2,623090
tt0236493,movie,The Mexican,The Mexican,0,2001,\N,123,"Adventure,Comedy,Drama",6.1,112144
tt0238380,movie,Equilibrium,Equilibrium,0,2002,\N,107,"Action,Drama,Sci-Fi",7.3,344046
tt0238784,tvSeries,Gilmore Girls,Gilmore Girls,0,2000,2007,44,"Comedy,Drama",8.2,144380
tt0240772,movie,Ocean's Eleven,Ocean's Eleven,0,2001,\N,116,"Crime,Thriller",7.7,609162
tt0240890,movie,Serendipity,Serendipity,0,2001,\N,90,"Comedy,Romance",6.8,120077
tt0241303,movie,Chocolat,Chocolat,0,2000,\N,121,"Drama,Romance",7.3,199823
tt0241527,movie,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0,2001,\N,152,"Adventure,Family,Fantasy",7.6,842579
tt0242423,movie,"Dude, Where's My Car?","Dude, Where's My Car?",0,2000,\N,83,"Comedy,Mystery,Sci-Fi",5.5,144711
tt0242653,movie,The Matrix Revolutions,The Matrix Revolutions,0,2003,\N,129,"Action,Sci-Fi",6.7,537480
tt0243133,movie,The Man Who Wasn't There,The Man Who Wasn't There,0,2001,\N,116,"Crime,Drama",7.5,114016
tt0243155,movie,Bridget Jones's Diary,Bridget Jones's Diary,0,2001,\N,97,"Comedy,Drama,Romance",6.8,260023
tt0244244,movie,Swordfish,Swordfish,0,2001,\N,99,"Action,Crime,Thriller",6.5,194781
tt0245429,movie,Spirited Away,Sen to Chihiro no kamikakushi,0,2001,\N,125,"Adventure,Animation,Family",8.6,829001
tt0245574,movie,And Your Mother Too,Y tu mamá también,0,2001,\N,106,Drama,7.7,127951
tt0245712,movie,Amores Perros,Amores perros,0,2000,\N,154,"Drama,Thriller",8.1,250657
tt0245844,movie,The Count of Monte Cristo,The Count of Monte Cristo,0,2002,\N,131,"Action,Adventure,Drama",7.7,146728
tt0246460,movie,Die Another Day,Die Another Day,0,2002,\N,133,"Action,Adventure,Thriller",6.1,227376
tt0246578,movie,Donnie Darko,Donnie Darko,0,2001,\N,113,"Drama,Mystery,Sci-Fi",8,839335
tt0247638,movie,The Princess Diaries,The Princess Diaries,0,2001,\N,115,"Comedy,Family,Romance",6.4,160487
tt0247745,movie,Super Troopers,Super Troopers,0,2001,\N,100,"Comedy,Crime,Mystery",7,111353
tt0248654,tvSeries,Six Feet Under,Six Feet Under,0,2001,2005,60,"Comedy,Drama",8.7,146026
tt0248667,movie,Ali,Ali,0,2001,\N,157,"Biography,Drama,Sport",6.7,104572
tt0249462,movie,Billy Elliot,Billy Elliot,0,2000,\N,110,"Drama,Music",7.7,141154
tt0250494,movie,Legally Blonde,Legally Blonde,0,2001,\N,96,"Comedy,Romance",6.5,241707
tt0250687,movie,Rat Race,Rat Race,0,2001,\N,112,"Action,Adventure,Comedy",6.5,121915
tt0251075,movie,Evolution,Evolution,0,2001,\N,101,"Comedy,Sci-Fi",6.1,134894
tt0251127,movie,How to Lose a Guy in 10 Days,How to Lose a Guy in 10 Days,0,2003,\N,116,"Comedy,Romance",6.5,263486
tt0251160,movie,John Q,John Q,0,2002,\N,116,"Crime,Drama,Thriller",7.1,142227
tt0252866,movie,American Pie 2,American Pie 2,0,2001,\N,108,Comedy,6.4,267689
tt0253474,movie,The Pianist,The Pianist,0,2002,\N,150,"Biography,Drama,Music",8.5,894810
tt0253556,movie,Reign of Fire,Reign of Fire,0,2002,\N,101,"Action,Adventure,Fantasy",6.2,144078
tt0256380,movie,Shallow Hal,Shallow Hal,0,2001,\N,114,"Comedy,Drama,Fantasy",6,142563
tt0256415,movie,Sweet Home Alabama,Sweet Home Alabama,0,2002,\N,108,"Comedy,Romance",6.2,121924
tt0257044,movie,Road to Perdition,Road to Perdition,0,2002,\N,117,"Crime,Drama,Thriller",7.7,281568
tt0257076,movie,S.W.A.T.,S.W.A.T.,0,2003,\N,117,"Action,Adventure,Crime",6.1,152931
tt0257106,movie,Scary Movie 2,Scary Movie 2,0,2001,\N,83,"Comedy,Horror",5.3,172884
tt0257360,movie,About Schmidt,About Schmidt,0,2002,\N,125,Drama,7.2,132539
tt0258000,movie,Panic Room,Panic Room,0,2002,\N,112,"Crime,Drama,Thriller",6.8,293528
tt0258463,movie,The Bourne Identity,The Bourne Identity,0,2002,\N,119,"Action,Mystery,Thriller",7.8,570094
tt0259324,movie,Ghost Rider,Ghost Rider,0,2007,\N,110,"Action,Fantasy,Thriller",5.3,249788
tt0259446,movie,My Big Fat Greek Wedding,My Big Fat Greek Wedding,0,2002,\N,95,"Comedy,Drama,Romance",6.6,143051
tt0259711,movie,Vanilla Sky,Vanilla Sky,0,2001,\N,136,"Fantasy,Mystery,Romance",6.9,282682
tt0261392,movie,Jay and Silent Bob Strike Back,Jay and Silent Bob Strike Back,0,2001,\N,104,Comedy,6.8,159914
tt0263488,movie,Jeepers Creepers,Jeepers Creepers,0,2001,\N,90,"Horror,Mystery",6.2,140386
tt0264235,tvSeries,Curb Your Enthusiasm,Curb Your Enthusiasm,0,2000,2024,28,Comedy,8.8,139846
tt0264464,movie,Catch Me If You Can,Catch Me If You Can,0,2002,\N,141,"Biography,Crime,Drama",8.1,1071318
tt0265086,movie,Black Hawk Down,Black Hawk Down,0,2001,\N,144,"Action,Drama,History",7.7,418577
tt0265208,movie,The Girl Next Door,The Girl Next Door,0,2004,\N,109,"Comedy,Drama,Romance",6.7,236792
tt0265459,movie,One Hour Photo,One Hour Photo,0,2002,\N,96,"Drama,Thriller",6.8,130528
tt0265666,movie,The Royal Tenenbaums,The Royal Tenenbaums,0,2001,\N,110,"Comedy,Drama",7.6,309999
tt0266308,movie,Battle Royale,Batoru rowaiaru,0,2000,\N,114,"Action,Adventure,Drama",7.5,192519
